Timestamp,Battery (V),Speed km/hr,SOC %,Range (km),Temperature (C),Laptime
2024-07-06 18:51:32,44,28,61,89,43,0:00:02
2024-07-06 18:51:33,66,9,36,38,64,0:00:03
2024-07-06 18:51:34,36,98,53,82,8,0:00:04
2024-07-06 18:51:35,41,49,13,51,80,0:00:05
2024-07-06 18:51:36,6,89,36,47,92,0:00:06
2024-07-06 18:51:37,35,43,96,30,65,0:00:07
2024-07-06 18:51:38,77,104,72,32,64,0:00:08
2024-07-06 18:51:39,59,81,34,81,12,0:00:09
2024-07-06 18:51:40,19,69,74,6,55,0:00:10
2024-07-06 18:51:41,87,94,85,54,61,0:00:00
2024-07-06 18:51:42,65,73,79,100,51,0:00:01
2024-07-07 15:31:39,96,16,19,82,22,0:00:00
2024-07-07 15:31:41,96,60,14,2,63,0:00:00
2024-07-07 15:31:42,88,78,57,7,78,0:00:01
2024-07-07 15:31:43,0,110,4,48,29,0:00:02
2024-07-07 15:31:46,62,87,29,83,12,0:00:00
2024-07-07 15:31:47,49,105,95,22,84,0:00:00
2024-07-07 15:31:48,32,82,73,0,72,0:00:01
2024-07-07 15:31:49,55,62,88,91,86,0:00:02
2024-07-07 15:31:50,12,83,97,44,11,0:00:03
2024-07-07 15:31:51,70,71,6,47,72,0:00:04
2024-07-07 15:31:52,84,4,91,25,25,0:00:05
2024-07-07 15:31:53,77,70,23,66,20,0:00:06
2024-07-07 15:31:54,46,17,66,41,56,0:00:07
2024-07-07 15:31:55,39,113,80,76,74,0:00:08
2024-07-09 21:03:39,8,116,78,92,73,0:00:00
2024-07-09 21:03:40,89,82,59,4,45,0:00:00
2024-07-09 21:03:41,23,49,7,93,92,0:00:01
2024-07-09 21:03:42,75,31,91,42,8,0:00:02
2024-07-09 21:03:43,60,98,49,10,6,0:00:03
2024-07-09 21:03:44,42,0,4,53,45,0:00:04
2024-07-09 21:03:45,4,11,58,66,61,0:00:05
2024-07-09 21:03:46,85,37,14,67,71,0:00:06
2024-07-09 21:03:47,83,45,33,12,14,0:00:07
2024-07-09 21:03:48,66,79,25,36,32,0:00:08
2024-07-09 21:03:49,68,38,13,24,42,0:00:09
2024-07-09 21:03:50,74,88,91,36,33,0:00:10
2024-07-09 21:03:51,16,50,21,98,60,0:00:00
2024-07-09 21:03:52,97,86,40,44,72,0:00:01
2024-07-09 21:03:53,42,116,86,45,53,0:00:02
2024-07-09 21:03:54,33,33,18,33,54,0:00:03
2024-07-09 21:03:55,29,22,2,42,85,0:00:04
2024-07-09 21:03:56,65,48,38,3,58,0:00:05
2024-07-09 21:03:57,21,77,85,13,49,0:00:06
2024-07-09 21:03:58,97,27,27,0,64,0:00:07
2024-07-09 21:03:59,87,73,51,95,13,0:00:08
2024-07-09 21:04:00,25,102,81,32,15,0:00:09
2024-07-09 21:04:01,62,39,83,17,20,0:00:10
2024-07-09 21:04:02,65,42,75,8,41,0:00:00
2024-07-09 21:04:03,68,74,81,47,14,0:00:01
2024-07-09 21:04:04,71,50,78,76,87,0:00:02
2024-07-09 21:04:05,5,62,63,55,95,0:00:03
2024-07-09 21:04:06,31,53,73,95,35,0:00:04
2024-07-09 21:04:08,50,14,94,2,75,0:00:05
2024-07-09 21:04:09,9,11,49,11,90,0:00:06
2024-07-09 21:04:10,78,84,81,87,55,0:00:07
2024-07-09 21:04:11,67,65,6,67,94,0:00:08
2024-07-09 21:04:12,84,100,16,20,66,0:00:09
2024-07-09 21:04:13,56,37,49,38,37,0:00:10
2024-07-09 21:04:14,90,70,80,88,39,0:00:00
2024-07-09 21:04:15,28,112,65,15,24,0:00:01
2024-07-09 21:04:16,13,91,13,68,46,0:00:02
2024-07-09 21:04:17,48,70,94,75,35,0:00:03
2024-07-09 21:04:18,58,42,74,34,3,0:00:04
2024-07-09 21:04:19,75,93,53,83,56,0:00:05
2024-07-09 21:04:20,44,5,72,47,11,0:00:06
2024-07-09 21:04:21,53,54,61,52,14,0:00:07
2024-07-09 21:04:22,31,57,4,27,10,0:00:08
2024-07-09 21:04:23,56,68,78,27,32,0:00:09
2024-07-09 21:04:24,48,38,59,96,1,0:00:10
2024-07-09 21:04:25,76,94,82,21,91,0:00:00
2024-07-09 21:04:26,29,81,11,65,39,0:00:01
2024-07-09 21:04:27,52,27,70,11,68,0:00:02
2024-07-09 21:04:28,8,96,96,19,39,0:00:03
2024-07-09 21:04:29,10,63,21,69,79,0:00:04
2024-07-09 21:04:30,38,36,39,68,90,0:00:05
2024-07-09 21:04:31,24,53,74,10,73,0:00:06
2024-07-09 21:04:32,95,50,10,70,37,0:00:07
2024-07-09 21:04:33,37,58,21,92,62,0:00:08
2024-07-09 21:04:34,28,89,48,86,95,0:00:09
2024-07-09 21:04:35,50,114,57,10,49,0:00:10
2024-07-09 21:04:36,48,45,90,95,70,0:00:00
2024-07-09 21:04:37,61,75,98,17,44,0:00:01
2024-07-09 21:04:38,61,28,69,4,74,0:00:02
2024-07-09 21:04:39,98,71,21,18,14,0:00:03
2024-07-09 21:04:40,70,99,71,2,37,0:00:04
2024-07-09 21:04:42,32,55,88,59,27,0:00:05
2024-07-09 21:04:43,81,26,73,96,98,0:00:06
2024-07-09 21:04:44,37,68,27,8,24,0:00:07
2024-07-10 17:58:59,100,100,76,86,82,0:00:00
2024-07-10 17:59:00,97,103,45,41,9,0:00:00
2024-07-10 17:59:01,81,65,98,99,86,0:00:01
2024-07-10 17:59:02,92,48,84,49,39,0:00:02
2024-07-10 17:59:03,55,4,56,45,53,0:00:03
2024-07-10 17:59:04,49,4,70,67,87,0:00:04
2024-07-10 17:59:05,68,49,93,7,75,0:00:05
2024-07-10 17:59:06,41,40,54,44,24,0:00:06
2024-07-10 17:59:07,5,0,28,79,48,0:00:07
2024-07-10 17:59:08,3,37,61,43,16,0:00:08
2024-07-10 17:59:09,6,30,4,35,60,0:00:09
2024-07-10 17:59:10,52,49,79,70,24,0:00:10
2024-07-10 17:59:11,35,45,83,25,27,0:00:00
2024-07-10 17:59:12,79,13,38,10,91,0:00:01
2024-07-10 17:59:13,68,117,46,35,56,0:00:02
2024-07-10 17:59:14,76,43,58,75,19,0:00:03
2024-07-10 17:59:15,21,8,59,93,27,0:00:04
2024-07-10 17:59:16,62,17,14,45,0,0:00:05
2024-07-10 17:59:17,9,68,76,38,63,0:00:06
2024-07-10 17:59:19,58,91,66,100,28,0:00:07
2024-07-10 17:59:20,23,71,3,11,18,0:00:08
2024-07-10 17:59:21,67,109,62,12,72,0:00:09
2024-07-10 17:59:22,25,116,45,96,97,0:00:10
2024-07-10 17:59:23,63,83,25,81,48,0:00:00
2024-07-10 17:59:24,98,89,18,17,54,0:00:01
2024-07-10 17:59:25,39,77,99,41,13,0:00:02
2024-07-10 17:59:26,47,80,91,5,58,0:00:03
2024-07-10 17:59:27,69,54,2,97,28,0:00:04
2024-07-10 17:59:28,54,8,25,42,84,0:00:05
2024-07-10 17:59:29,32,51,73,93,84,0:00:06
2024-07-10 17:59:30,77,98,87,70,46,0:00:07
2024-07-10 17:59:31,74,19,85,58,95,0:00:08
2024-07-10 17:59:32,83,92,89,70,28,0:00:09
2024-07-10 17:59:33,7,9,13,87,29,0:00:10
2024-07-10 17:59:34,39,91,27,92,23,0:00:00
2024-07-10 18:01:23,67,44,100,75,17,0:00:00
2024-07-10 18:01:24,40,34,58,22,23,0:00:00
2024-07-10 18:01:25,32,63,58,90,60,0:00:01
2024-07-10 18:01:26,57,43,6,11,39,0:00:02
2024-07-10 18:01:27,71,117,70,4,26,0:00:03
2024-07-10 18:01:28,4,95,15,8,57,0:00:04
2024-07-10 18:01:30,88,12,44,88,53,0:00:05
2024-07-10 18:01:31,81,27,25,81,57,0:00:06
2024-07-10 18:01:32,35,54,77,79,9,0:00:07
2024-07-10 18:01:33,24,50,31,20,57,0:00:08
2024-07-10 18:01:34,51,96,68,88,69,0:00:09
2024-07-10 18:34:15,1,30,95,0,3,0:00:00
2024-07-10 18:34:16,100,1,11,48,68,0:00:00
2024-07-10 18:34:17,72,114,21,17,40,0:00:01
2024-07-10 18:34:18,18,112,90,1,31,0:00:02
2024-07-10 18:35:02,1,66,94,88,45,0:00:00
2024-07-10 18:35:03,22,2,35,15,29,0:00:00
2024-07-10 18:35:04,67,18,21,28,28,0:00:01
2024-07-10 18:35:05,16,2,96,72,28,0:00:02
2024-07-10 18:35:06,52,110,17,98,22,0:00:03
2024-07-10 18:35:07,61,14,7,2,24,0:00:04
2024-07-10 18:36:00,10,110,60,50,74,0:00:00
2024-07-10 18:36:01,52,110,36,53,37,0:00:00
2024-07-10 18:36:02,81,64,53,99,68,0:00:01
2024-07-10 18:36:03,41,74,97,8,69,0:00:02
2024-07-10 18:36:04,37,12,70,66,62,0:00:03
2024-07-10 18:36:06,94,61,62,56,39,0:00:04
2024-07-10 18:36:07,48,38,87,72,62,0:00:05
2024-07-10 18:36:08,80,37,17,65,84,0:00:06
2024-07-10 18:36:09,95,11,10,95,66,0:00:07
2024-07-10 18:36:10,51,48,75,88,2,0:00:08
2024-07-10 18:36:11,79,90,13,41,40,0:00:09
2024-07-10 18:36:12,91,45,10,19,47,0:00:10
2024-07-10 18:36:13,44,97,50,23,40,0:00:00
2024-07-10 18:36:14,11,76,45,40,6,0:00:01
2024-07-10 18:36:15,30,38,96,17,12,0:00:02
2024-07-10 18:36:16,53,27,72,70,8,0:00:03
2024-07-10 18:36:17,24,85,32,57,40,0:00:04
2024-07-10 18:36:18,86,33,60,42,87,0:00:05
2024-07-10 18:36:19,14,66,66,37,24,0:00:06
2024-07-10 18:36:20,53,81,84,96,73,0:00:07
2024-07-10 18:36:21,30,92,38,19,98,0:00:08
2024-07-10 18:36:22,81,69,15,15,58,0:00:09
2024-07-10 18:36:23,9,46,38,38,25,0:00:10
2024-07-10 18:36:24,99,120,20,21,73,0:00:00
2024-07-10 18:36:25,40,52,100,90,12,0:00:01
2024-07-10 18:36:26,100,120,48,98,34,0:00:02
2024-07-10 18:36:27,75,99,75,68,6,0:00:03
2024-07-10 18:36:28,23,35,49,12,93,0:00:04
2024-07-10 18:36:29,81,118,78,75,72,0:00:05
2024-07-10 18:36:30,33,57,1,94,11,0:00:06
2024-07-10 18:36:31,91,68,56,26,32,0:00:07
2024-07-10 18:36:32,95,77,70,61,25,0:00:08
2024-07-10 18:36:33,68,96,19,76,28,0:00:09
2024-07-10 18:36:34,98,100,23,30,3,0:00:10
2024-07-10 18:36:35,21,22,23,62,83,0:00:00
2024-07-10 18:36:36,3,15,92,34,32,0:00:01
2024-07-10 18:36:37,5,47,5,14,68,0:00:02
2024-07-10 18:52:22,49,1,99,33,53,0:00:00
2024-07-10 18:52:23,72,42,99,78,61,0:00:00
2024-07-10 18:52:24,37,53,61,44,54,0:00:01
2024-07-10 18:52:25,2,30,29,92,0,0:00:02
2024-07-10 18:52:26,11,93,17,66,17,0:00:03
2024-07-11 17:21:54,21,107,2,60,24,0:00:00
2024-07-11 17:21:55,4,82,84,17,3,0:00:00
2024-07-11 17:21:56,13,21,99,41,52,0:00:01
2024-07-11 17:21:57,0,20,27,83,7,0:00:02
2024-07-11 17:21:58,84,53,4,11,96,0:00:03
2024-07-11 17:21:59,50,117,17,24,97,0:00:04
2024-07-11 17:22:00,34,100,16,59,1,0:00:05
2024-07-11 17:22:02,80,41,58,92,47,0:00:06
2024-07-11 17:22:03,89,53,75,38,17,0:00:07
2024-07-11 17:22:04,20,5,88,27,16,0:00:08
2024-07-11 17:22:05,63,97,82,8,28,0:00:09
2024-07-11 17:22:06,2,94,88,67,37,0:00:10
2024-07-11 17:22:09,59,86,4,80,99,0:00:00
2024-07-11 17:22:10,85,101,5,74,3,0:00:00
2024-07-11 17:22:11,77,38,80,16,65,0:00:01
2024-07-11 17:22:12,54,6,1,15,56,0:00:02
2024-07-11 17:22:13,88,28,7,9,25,0:00:03
2024-07-11 17:22:14,14,102,24,28,74,0:00:04
2024-07-11 17:22:15,27,55,46,16,70,0:00:05
2024-07-11 17:22:16,36,0,20,92,52,0:00:06
2024-07-11 17:22:17,63,114,80,97,27,0:00:07
2024-07-11 17:22:18,74,21,77,79,36,0:00:08
2024-07-11 17:22:19,68,119,0,33,90,0:00:09
2024-07-11 17:22:20,85,66,2,2,68,0:00:10
2024-07-11 17:22:21,32,15,1,95,72,0:00:00
2024-07-11 17:22:22,73,114,15,85,48,0:00:01
2024-07-11 17:22:23,93,102,87,38,18,0:00:02
2024-07-11 17:22:24,19,8,38,67,9,0:00:03
2024-07-11 17:22:25,49,19,1,41,79,0:00:04
2024-07-11 17:22:26,52,70,63,25,56,0:00:05
2024-07-11 17:22:27,45,90,40,93,68,0:00:06
2024-07-11 17:22:28,19,86,95,2,94,0:00:07
2024-07-11 17:22:29,93,106,37,5,7,0:00:08
2024-07-11 17:22:30,79,30,42,56,76,0:00:09
2024-07-11 17:22:31,12,104,58,51,96,0:00:10
2024-07-11 17:22:32,15,91,31,17,3,0:00:00
2024-07-11 17:22:33,52,82,87,39,71,0:00:01
2024-07-11 17:22:34,80,61,63,51,9,0:00:02
2024-07-11 17:22:35,27,95,16,4,100,0:00:03
2024-07-11 17:22:36,30,106,74,65,7,0:00:04
2024-07-11 17:22:37,39,42,67,36,19,0:00:05
2024-07-11 17:22:38,33,96,88,97,31,0:00:06
2024-07-11 17:22:39,23,88,77,90,34,0:00:07
2024-07-11 17:22:40,30,61,27,60,84,0:00:08
2024-07-11 17:22:41,47,75,75,63,66,0:00:09
2024-07-11 17:22:42,59,57,100,38,1,0:00:10
2024-07-11 17:22:43,40,71,78,96,72,0:00:00
2024-07-11 17:22:44,65,22,83,14,0,0:00:01
2024-07-11 17:22:45,60,112,85,30,6,0:00:02
2024-07-11 17:22:47,69,58,43,40,75,0:00:03
2024-07-11 17:22:48,32,106,73,80,86,0:00:04
2024-07-11 17:22:49,37,56,84,72,90,0:00:05
2024-07-11 17:22:50,32,37,45,7,51,0:00:06
2024-07-11 17:22:51,10,37,99,66,90,0:00:07
2024-07-11 17:22:52,7,76,45,61,88,0:00:08
2024-07-11 17:22:53,77,112,13,17,30,0:00:09
2024-07-11 17:22:54,4,98,68,53,66,0:00:10
2024-07-11 17:22:55,27,35,29,49,81,0:00:00
2024-07-11 17:22:56,9,18,21,37,46,0:00:01
2024-07-11 17:22:57,79,6,16,91,10,0:00:02
2024-07-11 17:22:58,66,120,35,7,14,0:00:03
2024-07-11 17:22:59,56,58,1,32,30,0:00:04
2024-07-11 17:23:00,24,33,63,92,57,0:00:05
2024-07-11 18:50:17,85,69,43,84,49,0:00:00
2024-07-11 18:50:18,59,29,87,49,88,0:00:00
2024-07-11 18:55:41,51,91,45,83,93,0:00:00
2024-07-11 18:55:42,72,59,48,54,42,0:00:00
2024-07-11 18:55:43,52,8,46,16,36,0:00:01
2024-07-11 18:55:44,72,103,33,90,37,0:00:02
2024-07-11 18:55:45,86,102,13,45,86,0:00:03
2024-07-11 18:55:46,11,82,89,65,4,0:00:04
2024-07-11 18:55:47,29,63,76,48,17,0:00:05
2024-07-11 18:55:48,46,59,83,86,85,0:00:06
2024-07-11 18:55:49,53,46,14,83,32,0:00:07
2024-07-11 18:55:50,35,47,43,60,52,0:00:08
2024-07-11 18:55:51,15,38,90,35,14,0:00:09
2024-07-11 18:55:52,99,80,95,47,11,0:00:10
2024-07-11 18:56:08,44,76,33,19,2,0:00:00
2024-07-11 18:56:09,97,75,87,80,17,0:00:00
2024-07-11 18:56:10,5,28,14,32,32,0:00:01
2024-07-11 18:56:11,72,108,4,45,7,0:00:02
2024-07-11 18:56:13,18,71,17,74,19,0:00:03
2024-07-11 18:56:14,96,117,17,96,18,0:00:04
2024-07-11 18:56:46,56,100,54,95,33,0:00:00
2024-07-11 18:56:47,61,39,63,57,21,0:00:00
2024-07-11 19:00:16,35,23,78,65,45,0:00:00
2024-07-11 19:00:17,2,118,79,39,53,0:00:00
2024-07-11 19:00:18,11,89,74,8,3,0:00:01
2024-07-11 19:00:23,3,39,55,58,56,0:00:00
2024-07-11 19:00:24,10,84,35,57,73,0:00:00
2024-07-11 19:00:25,41,93,35,60,34,0:00:01
2024-07-11 19:03:17,27,96,77,74,59,0:00:00
2024-07-11 19:03:18,84,113,71,27,70,0:00:00
2024-07-11 19:04:33,8,118,57,34,87,0:00:00
2024-07-11 19:04:34,63,24,75,54,8,0:00:00
2024-07-11 19:04:35,67,13,74,20,41,0:00:01
2024-07-11 19:04:39,46,114,86,17,48,0:00:00
2024-07-11 19:04:40,99,3,38,14,29,0:00:00
2024-07-11 19:04:42,70,22,48,95,3,0:00:00
2024-07-11 19:04:43,7,5,30,99,62,0:00:00
2024-07-11 19:04:44,83,2,72,24,81,0:00:01
2024-07-11 19:04:45,46,31,8,36,81,0:00:02
2024-07-11 19:04:46,35,72,66,86,79,0:00:03
2024-07-11 19:04:47,55,85,9,18,56,0:00:04
2024-07-11 19:04:48,63,111,54,11,74,0:00:05
2024-07-11 19:05:34,80,9,45,36,78,0:00:00
2024-07-11 19:05:35,83,31,4,72,92,0:00:00
2024-07-11 19:05:36,17,6,96,36,40,0:00:01
2024-07-11 19:05:37,41,44,8,3,56,0:00:02
2024-07-11 19:05:38,100,4,40,36,66,0:00:03
2024-07-11 19:05:39,73,66,52,55,90,0:00:04
2024-07-11 19:05:41,85,12,6,24,67,0:00:05
2024-07-11 19:05:42,35,12,55,62,93,0:00:06
2024-07-11 19:05:43,93,18,87,78,92,0:00:07
2024-07-11 19:05:44,18,63,2,24,17,0:00:08
2024-07-11 19:05:45,45,94,47,22,95,0:00:09
2024-07-11 19:05:46,19,117,28,51,80,0:00:10
2024-07-11 19:05:47,95,80,51,11,16,0:00:00
2024-07-11 19:05:48,8,76,93,19,73,0:00:01
2024-07-11 19:05:49,69,6,47,45,65,0:00:02
2024-07-11 19:05:50,7,55,82,54,52,0:00:03
2024-07-11 19:05:51,74,83,31,47,40,0:00:04
2024-07-11 19:05:52,19,27,62,25,90,0:00:05
2024-07-11 19:05:53,23,57,37,35,81,0:00:06
2024-07-11 19:07:07,95,0,82,71,18,0:00:00
2024-07-11 19:07:08,65,102,79,95,48,0:00:00
2024-07-11 19:10:02,1,33,6,15,78,0:00:00
2024-07-11 19:10:03,52,0,94,45,29,0:00:00
2024-07-11 19:10:04,50,77,24,11,86,0:00:01
2024-07-11 19:10:05,39,17,34,81,76,0:00:02
2024-07-11 19:10:06,32,21,10,80,91,0:00:03
2024-07-11 19:10:07,78,3,72,54,100,0:00:04
2024-07-11 19:10:08,83,33,46,82,25,0:00:05
2024-07-11 19:10:09,2,120,38,54,74,0:00:06
2024-07-11 19:16:15,19,64,91,7,59,0:00:00
2024-07-11 19:16:16,78,49,26,88,99,0:00:00
2024-07-11 19:16:17,36,6,11,22,3,0:00:01
2024-07-11 19:16:18,29,11,83,69,67,0:00:02
2024-07-11 19:16:24,31,25,36,94,95,0:00:00
2024-07-11 19:16:25,36,24,98,95,20,0:00:00
2024-07-11 19:16:26,61,55,39,13,63,0:00:01
2024-07-11 19:16:27,21,98,90,66,63,0:00:02
2024-07-11 19:16:28,80,4,7,43,33,0:00:03
2024-07-11 19:17:00,41,73,32,96,32,0:00:00
2024-07-11 19:17:01,61,30,34,27,32,0:00:00
2024-07-11 19:17:02,100,9,17,60,32,0:00:01
2024-07-11 19:17:05,76,109,68,2,62,0:00:00
2024-07-11 19:17:06,67,54,94,38,85,0:00:00
2024-07-11 19:17:07,82,68,82,12,1,0:00:01
2024-07-11 19:17:23,76,13,80,84,62,0:00:00
2024-07-11 19:17:24,93,51,88,78,84,0:00:00
2024-07-11 19:17:25,66,90,97,93,2,0:00:01
2024-07-11 19:17:32,77,116,96,9,91,0:00:00
2024-07-11 19:17:33,20,55,48,71,35,0:00:00
2024-07-11 19:17:37,91,110,45,66,92,0:00:00
2024-07-11 19:17:38,60,97,65,47,9,0:00:00
2024-07-11 19:17:43,99,76,51,56,69,0:00:00
2024-07-11 19:17:44,29,88,31,89,82,0:00:00
2024-07-11 19:17:45,4,32,17,4,33,0:00:01
2024-07-11 19:19:11,27,36,74,26,31,0:00:00
2024-07-11 19:19:13,32,49,0,70,32,0:00:00
2024-07-11 19:19:14,83,45,7,1,87,0:00:01
2024-07-11 19:19:15,38,98,37,0,21,0:00:02
2024-07-11 19:19:16,97,81,80,50,84,0:00:03
2024-07-11 19:19:17,74,114,90,36,64,0:00:04
2024-07-11 19:19:18,28,78,22,96,5,0:00:05
2024-07-11 19:19:24,13,7,7,79,46,0:00:00
2024-07-11 19:19:25,95,3,18,56,49,0:00:00
2024-07-11 19:44:18,61,76,28,14,50,0:00:00
2024-07-11 19:44:20,3,18,21,65,72,0:00:00
2024-07-11 19:48:59,85,97,98,70,27,0:00:00
2024-07-11 19:49:00,15,3,92,36,81,0:00:00
2024-07-11 19:49:04,96,22,24,72,63,0:00:00
2024-07-11 19:49:05,46,119,10,14,43,0:00:00
2024-07-11 19:50:02,19,89,86,20,13,0:00:00
2024-07-11 19:50:03,46,119,44,95,30,0:00:00
2024-07-11 19:51:02,1,83,16,68,46,0:00:00
2024-07-11 19:51:04,20,114,54,46,99,0:00:00
2024-07-11 19:52:41,4,59,93,53,12,0:00:00
2024-07-11 19:52:42,16,20,66,84,19,0:00:00
2024-07-11 19:52:43,84,78,72,56,20,0:00:01
2024-07-11 19:53:28,24,14,87,16,34,0:00:00
2024-07-11 19:53:29,89,48,3,32,93,0:00:00
2024-07-11 19:53:31,100,52,83,73,8,0:00:01
2024-07-11 19:53:34,68,35,28,12,39,0:00:00
2024-07-11 19:53:35,42,80,13,62,49,0:00:00
2024-07-11 19:53:36,29,25,88,99,96,0:00:01
2024-07-11 19:56:32,70,60,56,30,35,0:00:00
2024-07-11 19:56:33,5,6,52,45,66,0:00:00
2024-07-11 19:56:59,95,91,79,61,18,0:00:00
2024-07-11 19:57:00,29,66,81,39,31,0:00:00
2024-07-11 19:57:56,17,23,90,100,95,0:00:00
2024-07-11 19:57:57,6,59,1,54,65,0:00:00
2024-07-11 19:57:58,90,54,85,3,85,0:00:01
2024-07-11 19:57:59,18,69,16,11,83,0:00:02
2024-07-11 19:58:00,77,42,51,1,68,0:00:03
2024-07-11 20:00:09,34,49,24,77,27,0:00:00
2024-07-11 20:00:10,87,101,24,81,33,0:00:00
2024-07-11 20:00:14,63,32,95,64,5,0:00:00
2024-07-11 20:00:15,94,97,16,36,78,0:00:00
2024-07-11 20:00:16,93,102,35,13,72,0:00:01
2024-07-11 20:00:32,88,49,45,23,56,0:00:00
2024-07-11 20:00:33,27,68,86,59,65,0:00:00
2024-07-11 20:00:34,9,72,59,97,89,0:00:01
2024-07-11 20:01:14,71,83,82,68,21,0:00:00
2024-07-11 20:01:15,89,82,75,56,62,0:00:00
2024-07-11 20:01:17,42,62,63,10,50,0:00:01
2024-07-11 20:01:21,53,28,74,86,51,0:00:00
2024-07-11 20:01:22,8,69,56,1,15,0:00:00
2024-07-11 20:01:23,10,119,89,53,54,0:00:01
2024-07-11 20:01:27,49,28,51,34,60,0:00:00
2024-07-11 20:01:28,61,2,68,59,33,0:00:00
2024-07-11 20:01:29,32,115,62,54,61,0:00:01
2024-07-11 20:01:34,36,105,64,31,46,0:00:00
2024-07-11 20:01:35,54,117,15,82,19,0:00:00
2024-07-11 20:01:36,91,90,41,80,41,0:00:01
2024-07-11 20:01:37,15,115,72,13,75,0:00:02
2024-07-11 20:01:38,83,100,46,67,53,0:00:03
2024-07-11 20:01:39,12,4,39,98,99,0:00:04
2024-07-11 20:01:40,29,7,18,90,94,0:00:05
2024-07-11 20:02:14,49,92,14,11,8,0:00:00
2024-07-11 20:02:15,17,70,30,36,60,0:00:00
2024-07-11 20:02:16,75,118,77,65,63,0:00:01
2024-07-11 20:02:17,91,7,36,75,99,0:00:02
2024-07-11 20:02:18,98,19,69,38,36,0:00:03
2024-07-11 20:02:19,14,96,77,25,48,0:00:04
2024-07-11 20:02:27,24,46,9,41,14,0:00:00
2024-07-11 20:02:28,83,85,71,9,95,0:00:00
2024-07-11 20:02:29,41,53,84,33,8,0:00:01
2024-07-11 20:02:30,60,108,76,61,42,0:00:02
2024-07-11 20:02:31,65,22,44,16,56,0:00:03
2024-07-11 20:02:40,21,87,80,50,35,0:00:00
2024-07-11 20:02:41,72,41,76,7,38,0:00:00
2024-07-11 20:02:42,43,38,5,59,11,0:00:01
2024-07-11 20:03:02,58,54,4,40,67,0:00:00
2024-07-11 20:03:03,0,100,86,81,81,0:00:00
2024-07-11 20:03:04,35,101,26,34,71,0:00:01
2024-07-11 20:03:05,6,55,24,48,23,0:00:02
2024-07-11 20:03:11,8,22,41,35,17,0:00:00
2024-07-11 20:03:12,88,86,22,53,99,0:00:00
2024-07-11 20:03:13,17,21,25,70,27,0:00:01
2024-07-11 20:03:14,15,8,28,31,22,0:00:02
2024-07-11 20:03:15,85,69,26,84,54,0:00:03
2024-07-11 20:03:53,19,99,20,91,33,0:00:00
2024-07-11 20:03:54,88,116,57,3,50,0:00:00
2024-07-12 17:03:57,67,80,27,49,74,0:00:00
2024-07-12 17:03:58,26,108,66,83,55,0:00:00
2024-07-12 17:04:01,88,105,41,60,52,0:00:00
2024-07-12 17:04:02,88,97,33,42,98,0:00:00
2024-07-12 17:04:03,82,69,61,48,43,0:00:01
2024-07-12 17:04:04,0,7,14,34,96,0:00:02
2024-07-12 17:04:05,72,26,40,2,48,0:00:03
2024-07-12 17:04:06,83,77,43,12,36,0:00:04
2024-07-12 17:04:07,80,97,68,42,66,0:00:05
2024-07-12 17:04:09,4,58,67,18,29,0:00:06
2024-07-12 17:04:10,92,79,35,19,40,0:00:07
2024-07-12 17:04:11,0,58,86,54,76,0:00:08
2024-07-12 17:04:12,35,97,47,98,42,0:00:09
2024-07-12 17:04:13,46,84,98,63,96,0:00:10
2024-07-12 17:04:14,61,102,3,6,1,0:00:00
2024-07-12 17:04:15,78,103,61,46,25,0:00:01
2024-07-12 17:04:16,69,63,62,28,23,0:00:02
2024-07-12 17:04:17,28,23,80,40,72,0:00:03
2024-07-12 17:04:18,98,1,38,13,67,0:00:04
2024-07-12 17:04:19,25,98,73,35,69,0:00:05
2024-07-12 17:04:20,23,1,61,5,71,0:00:06
2024-07-12 17:04:21,34,82,8,41,78,0:00:07
2024-07-12 17:04:22,54,29,32,26,49,0:00:08
2024-07-12 17:04:23,89,13,48,37,99,0:00:09
2024-07-12 17:04:24,75,39,89,33,90,0:00:10
2024-07-12 17:04:25,5,64,96,100,88,0:00:00
2024-07-12 17:04:26,30,59,82,53,87,0:00:01
2024-07-12 17:04:27,52,9,94,24,25,0:00:02
2024-07-12 17:04:28,12,61,75,34,8,0:00:03
2024-07-12 17:04:29,24,35,16,7,29,0:00:04
2024-07-12 17:04:30,35,73,51,89,31,0:00:05
2024-07-12 17:04:31,68,83,46,22,78,0:00:06
2024-07-12 17:04:32,17,71,40,21,54,0:00:07
2024-07-12 17:04:33,50,62,50,94,75,0:00:08
2024-07-12 17:04:34,46,103,100,39,57,0:00:09
2024-07-12 17:04:35,38,111,15,95,1,0:00:10
2024-07-12 17:04:36,31,22,34,54,9,0:00:00
2024-07-12 17:04:37,51,22,75,18,66,0:00:01
2024-07-12 17:04:38,39,16,20,56,34,0:00:02
2024-07-12 17:04:40,21,76,49,90,58,0:00:03
2024-07-12 17:04:41,64,63,15,12,4,0:00:04
2024-07-12 17:04:42,43,80,86,86,27,0:00:05
2024-07-12 17:04:43,2,79,44,47,54,0:00:06
2024-07-12 17:04:44,98,77,61,79,28,0:00:07
2024-07-12 17:04:45,83,90,94,15,85,0:00:08
2024-07-12 17:04:46,67,85,48,52,25,0:00:09
2024-07-12 17:04:47,73,81,46,71,74,0:00:10
2024-07-12 17:04:48,7,80,52,74,68,0:00:00
2024-07-12 17:04:49,38,60,47,0,89,0:00:01
